id_reg,ts,nin_id,aldea,chakra,rango,status,desc
ANBU-2008,2025-02-06 01:29:00,Naruto,Konoha,2953.48,A,Éxito,Movimiento sospechoso detectado
ANBU-2009,2025-02-02 06:21:00,Ino,Kiri,3933.26,C,Éxito,Misión de reconocimiento en fronteras
ANBU-2010,2025-02-05 00:20:00,Gaara,Iwa,7268.0,C,Sospechoso,Sustitución de guardias
ANBU-2011,2025-02-02 01:09:00,Naruto,Iwa,4772.31,S,Fallo,Sustitución de guardias
ANBU-2012,2025-02-04 06:37:00,Gaara,Suna,1996.02,A,Éxito,Patrulla rutinaria
ANBU-2013,2025-02-02 04:55:00,Temari,Iwa,4889.79,B,En curso,Escolta de persona VIP
ANBU-2014,2025-02-03 20:34:00,Temari,Amegakure,3646.92,D,Éxito,Movimiento sospechoso detectado
ANBU-2015,2025-02-03 06:29:00,Shikamaru,Konoha,3980.75,B,Fallo,Recuperación de pergamino secreto
ANBU-2016,2025-02-04 01:08:00,Kakashi, suna,1171.74,D,Fallo,Misión de reconocimiento en fronteras
ANBU-2017,2025-02-02 22:15:00,Kankuro,Kumo,1241.82,B,Fallo,Misión de reconocimiento en fronteras
ANBU-2018,2025-02-04 05:01:00,Kakashi, Lluvia,,B,Sospechoso,Patrulla rutinaria
ANBU-2019,2025-02-01 04:57:00,Sakura,konoha,511.47,B,Éxito,Patrulla rutinaria
ANBU-2020,2025-02-02 22:58:00,Temari,Suna,1458.0,D,Éxito,Enemigo a la vista
ANBU-2021,2025-02-06 12:12:00,Naruto,Kumo,,D,Sospechoso,Recuperación de pergamino secreto
ANBU-2022,2025-02-03 00:04:00,Gaara,Iwa,7500.27,C,En curso,Posible espía detectado
ANBU-2023,2025-02-01 05:06:00,Ino,Iwa,1107.78,S,En curso,Posible espía detectado
ANBU-2024,2025-02-01 19:55:00,Kankuro,Konoha,3686.61,D,Éxito,Sustitución de guardias
ANBU-2025,2025-02-04 03:22:00,Kakashi,Suna,7579.82,S,Fallo,Patrulla rutinaria
ANBU-2026,2025-02-01 21:41:00,Naruto,Kumo,4493.72,S,Éxito,Posible espía detectado
ANBU-2027,2025-02-01 17:10:00,Sakura,Kiri,3837.25,C,En curso,Vigilancia de puesto avanzado
ANBU-2028,2025-02-02 22:50:00,Ino,Amegakure,5811.49,C,Sospechoso,Vigilancia de puesto avanzado
ANBU-2029,2025-02-02 07:57:00,Temari,Kiri,868.56,C,Fallo,Sustitución de guardias
ANBU-2030,2025-02-04 01:40:00,Sasuke,Amegakure,7282.73,B,Sospechoso,Movimiento sospechoso detectado
ANBU-2031,2025-02-06 14:34:00,Ino,Amegakure,7219.01,S,Éxito,Enemigo a la vista
ANBU-2032,2025-02-02 19:18:00,Kankuro,Konoha,6689.45,C,En curso,Vigilancia de puesto avanzado
ANBU-2033,2025-02-03 18:22:00,Sakura,Iwa,1046.2,B,Sospechoso,Enemigo a la vista
ANBU-2034,2025-02-05 19:31:00,Choji,Kiri,2621.56,C,Éxito,Posible espía detectado
ANBU-2035,2025-02-01 02:22:00,Temari,SUNA,2518.06,D,Sospechoso,Escolta de persona VIP
ANBU-2036,2025-02-03 18:34:00,Kankuro,Suna,7960.35,D,Fallo,Posible espía detectado
ANBU-2037,2025-02-06 01:33:00,Choji,Kiri,4026.93,C,Fallo,Misión de reconocimiento en fronteras
ANBU-2038,2025-02-01 11:51:00,Temari,konoha,2507.54,C,En curso,Patrulla rutinaria
ANBU-2039,2025-02-03 22:36:00,Shikamaru,Kiri,3811.02,C,Éxito,Posible espía detectado
ANBU-2040,2025-02-04 23:30:00,Ino,Kiri,2177.79,A,En curso,Posible espía detectado
ANBU-2041,2025-02-06 06:50:00,Choji,Suna,7456.11,A,Fallo,Patrulla rutinaria
ANBU-2042,2025-02-04 14:15:00,Sakura,Kumo,814.81,B,En curso,Vigilancia de puesto avanzado
ANBU-2043,2025-02-02 05:59:00,Kakashi,Konoha_,2964.64,B,Éxito,Vigilancia de puesto avanzado
ANBU-2044,2025-02-01 10:12:00,Sakura,Kumo,5884.04,S,Sospechoso,Movimiento sospechoso detectado
ANBU-2045,2025-02-06 14:48:00,Sakura,Konoha,6498.19,B,Éxito,Patrulla rutinaria
ANBU-2046,2025-02-06 04:13:00,Gaara,Kiri,4593.6,C,Fallo,Sustitución de guardias
ANBU-2047,2025-02-03 12:17:00,Choji,SUNA,2966.57,S,Éxito,Vigilancia de puesto avanzado
ANBU-2048,2025-02-02 04:52:00,Ino,Konoha_,3549.28,D,Éxito,Enemigo a la vista
ANBU-2049,2025-02-02 05:16:00,Kankuro,Amegakure,3482.14,S,Fallo,Misión de reconocimiento en fronteras
ANBU-2050,2025-02-06 17:30:00,Kankuro,Amegakure,554.5,C,Sospechoso,Escolta de persona VIP
ANBU-2051,2025-02-01 05:47:00,Naruto,Suna,7533.03,S,Sospechoso,Patrulla rutinaria
ANBU-2052,2025-02-01 00:50:00,Shikamaru,Kiri,,S,Fallo,Patrulla rutinaria
ANBU-2053,2025-02-01 14:59:00,Sasuke,Amegakure,7462.94,C,En curso,Sustitución de guardias
ANBU-2054,2025-02-06 22:44:00,Temari,Kiri,5565.09,D,Sospechoso,Movimiento sospechoso detectado
ANBU-2055,2025-02-02 06:45:00,Sasuke,Kumo,6995.09,D,En curso,Recuperación de pergamino secreto
ANBU-2056,2025-02-04 20:16:00,Gaara,Amegakure,4784.18,S,Fallo,Vigilancia de puesto avanzado
ANBU-2057,2025-02-01 06:46:00,Kankuro,SUNA,592.45,D,Fallo,Posible espía detectado
ANBU-2058,2025-02-04 22:50:00,Sasuke,Kumo,2826.59,C,Fallo,Enemigo a la vista
ANBU-2059,2025-02-05 03:38:00,Kakashi,Amegakure,5781.17,S,Sospechoso,Movimiento sospechoso detectado
ANBU-2060,2025-02-04 07:40:00,Naruto,Konoha_,6135.5,B,Éxito,Escolta de persona VIP
ANBU-2061,2025-02-03 18:29:00,Shikamaru,Kumo,6454.75,A,En curso,Posible espía detectado
ANBU-2062,2025-02-05 07:58:00,Sakura,Iwa,7017.45,D,En curso,Vigilancia de puesto avanzado
ANBU-2063,2025-02-02 05:30:00,Sasuke,Suna,7040.56,A,Éxito,Enemigo a la vista
ANBU-2064,2025-02-04 19:40:00,Kakashi,Kumo,1275.46,A,Sospechoso,Misión de reconocimiento en fronteras
ANBU-2065,2025-02-05 08:41:00,Kankuro,Amegakure,6432.42,D,Fallo,Posible espía detectado
ANBU-2066,2025-02-06 17:32:00,Shikamaru,Iwa,-100.0,A,En curso,Recuperación de pergamino secreto
ANBU-2067,2025-02-06 14:59:00,Temari,Iwa,5977.37,C,En curso,Movimiento sospechoso detectado
ANBU-2068,2025-02-02 14:22:00,Kankuro,Iwa,7201.55,S,Éxito,Posible espía detectado
ANBU-2069,2025-02-01 05:42:00,Kankuro,Amegakure,5294.12,D,Éxito,Posible espía detectado
ANBU-2070,2025-02-02 03:00:00,Shikamaru,Konoha,3643.95,A,Éxito,Enemigo a la vista
ANBU-2071,2025-02-06 02:11:00,Ino,KONOHA ,4055.57,A,Sospechoso,Misión de reconocimiento en fronteras
ANBU-2072,2025-02-03 17:02:00,Temari,Kumo,4281.16,A,Sospechoso,Posible espía detectado
ANBU-2073,2025-02-06 11:44:00,Ino,Kumo,3813.63,A,Sospechoso,Posible espía detectado
ANBU-2074,2025-02-01 11:07:00,Shikamaru,KONOHA ,5356.58,S,En curso,Vigilancia de puesto avanzado
ANBU-2075,2025-02-06 08:02:00,Sakura,Konoha,6232.95,A,Sospechoso,Escolta de persona VIP
ANBU-2076,2025-02-02 21:10:00,Ino,Suna,7209.15,D,Éxito,Enemigo a la vista
ANBU-2077,2025-02-05 01:55:00,Sasuke,Kumo,698.38,B,Éxito,Posible espía detectado
ANBU-2078,2025-02-06 01:07:00,Sasuke,Amegakure,5110.43,C,Éxito,Recuperación de pergamino secreto
ANBU-2079,2025-02-01 19:25:00,Kakashi, suna,4234.63,S,Fallo,Recuperación de pergamino secreto
ANBU-2080,2025-02-06 20:28:00,Choji,Suna ,,S,Sospechoso,Enemigo a la vista
ANBU-2081,2025-02-03 13:25:00,Gaara,Amegakure,3572.39,D,Éxito,Sustitución de guardias
ANBU-2082,2025-02-03 12:22:00,Naruto,Kiri,5075.87,A,Sospechoso,Enemigo a la vista
ANBU-2083,2025-02-01 06:58:00,Kankuro,Kumo,2491.52,S,Fallo,Vigilancia de puesto avanzado
ANBU-2084,2025-02-04 12:25:00,Naruto,Konoha,5174.27,B,En curso,Vigilancia de puesto avanzado
ANBU-2085,2025-02-06 06:14:00,Ino,Kumo,1576.05,A,Sospechoso,Posible espía detectado
ANBU-2086,2025-02-02 19:59:00,Kakashi,Iwa,6338.99,C,Sospechoso,Movimiento sospechoso detectado
ANBU-2087,2025-02-02 21:33:00,Choji,Amegakure,939.7,C,Sospechoso,Enemigo a la vista
ANBU-2088,2025-02-05 18:48:00,,Kiri,4761.83,B,Fallo,Recuperación de pergamino secreto
ANBU-2089,2025-02-02 13:37:00,Kankuro,Kumo,3801.58,B,En curso,Vigilancia de puesto avanzado
ANBU-2090,2025-02-06 06:24:00,Sakura,Suna,7000.11,D,En curso,Recuperación de pergamino secreto
ANBU-2091,2025-02-02 03:20:00,Choji,Amegakure,6012.29,S,Éxito,Enemigo a la vista
ANBU-2092,2025-02-03 09:23:00,Kankuro,Iwa,1947.56,B,Sospechoso,Enemigo a la vista
ANBU-2093,2025-02-05 19:16:00,Sasuke,Iwa,2345.52,C,En curso,Enemigo a la vista
ANBU-2094,2025-02-04 11:12:00,Ino,Kiri,7288.86,A,Fallo,Recuperación de pergamino secreto
ANBU-2095,2025-02-05 10:18:00,Choji,Iwa,6318.94,S,En curso,Movimiento sospechoso detectado
ANBU-2096,2025-02-04 10:51:00,Ino,Amegakure,3186.39,S,Éxito,Enemigo a la vista
ANBU-2097,2025-02-02 18:38:00,Choji,Iwa,6171.48,S,Éxito,Movimiento sospechoso detectado
ANBU-2098,2025-02-01 12:16:00,Ino,Suna,1761.61,A,Sospechoso,Posible espía detectado
ANBU-2099,2025-02-03 02:03:00,Sakura,Iwa,6472.84,A,Fallo,Sustitución de guardias
ANBU-2100,2025-02-06 03:45:00,Kakashi,Iwa,7938.99,S,Fallo,Escolta de persona VIP
ANBU-2101,2025-02-02 16:38:00,Sasuke,Kiri,999999.0,B,Sospechoso,Sustitución de guardias
ANBU-2102,2025-02-04 01:42:00,Ino,Kumo,,S,Éxito,Patrulla rutinaria
ANBU-2103,2025-02-06 17:36:00,Sasuke,Amegakure,6260.0,S,Sospechoso,Infiltrado de la Lluvia detectado
ANBU-2104,2025-02-06 00:52:00,Shikamaru,Iwa,7801.3,S,Fallo,Movimiento sospechoso detectado
ANBU-2105,2025-02-03 22:37:00,Sasuke,Iwa,2775.99,A,Sospechoso,Enemigo a la vista
ANBU-2106,2025-02-02 23:04:00,Choji,Konoha,3460.97,S,En curso,Patrulla rutinaria
ANBU-2107,2025-02-06 03:51:00,Choji,Iwa,1094.11,S,Éxito,Movimiento sospechoso detectado
ANBU-2108,2025-02-04 13:18:00,Kakashi,Suna,883.78,D,Fallo,Recuperación de pergamino secreto
ANBU-2109,2025-02-04 05:49:00,Kankuro,Iwa,5564.79,B,Sospechoso,Sustitución de guardias
ANBU-2110,2025-02-05 03:57:00,Shikamaru,Kiri,4436.73,B,Fallo,Movimiento sospechoso detectado
ANBU-2111,2025-02-06 09:50:00,Sakura,Konoha,6832.6,C,En curso,Movimiento sospechoso detectado
ANBU-2112,2025-02-05 12:14:00,Gaara,Kumo,7875.66,S,En curso,Movimiento sospechoso detectado
ANBU-2113,2025-02-06 03:07:00,Kankuro,Konoha,3921.24,D,Éxito,Posible espía detectado
ANBU-2114,2025-02-02 16:02:00,Choji,Konoha,7209.12,S,Fallo,Recuperación de pergamino secreto
ANBU-2115,2025-02-03 23:53:00,Gaara,Suna,,A,Fallo,Posible espía detectado
ANBU-2116,2025-02-04 09:08:00,Sakura,Konoha,6032.92,B,Fallo,Posible espía detectado
ANBU-2117,2025-02-05 14:59:00,Sakura,Konoha,2670.58,C,En curso,Misión de reconocimiento en fronteras
ANBU-2118,2025-02-01 19:57:00,Sakura,Kumo,6279.26,S,En curso,Misión de reconocimiento en fronteras
ANBU-2119,2025-02-05 05:43:00,Sakura,Iwa,5820.23,C,Éxito,Posible espía detectado
ANBU-2120,2025-02-04 22:53:00,Choji,Kumo,3770.36,A,En curso,Posible espía detectado
ANBU-2121,2025-02-05 18:45:00,,Kiri,2272.96,S,Éxito,Enemigo a la vista
ANBU-2122,2025-02-02 09:41:00,Sakura,Kumo,4784.84,A,Fallo,Movimiento sospechoso detectado
ANBU-2123,2025-02-01 02:10:00,Gaara,Suna,5427.71,D,En curso,Patrulla rutinaria
ANBU-2124,2025-02-02 20:29:00,Gaara,Kiri,4420.81,C,Sospechoso,Misión de reconocimiento en fronteras
ANBU-2125,2025-02-01 13:16:00,Shikamaru,Amegakure,-100.0,B,Sospechoso,Posible espía detectado
ANBU-2126,2025-02-04 07:24:00,Sasuke,Suna,4023.63,A,Sospechoso,Enemigo a la vista
ANBU-2127,2025-02-05 10:45:00,Choji,Kumo,5119.96,D,Sospechoso,Sustitución de guardias
ANBU-2128,2025-02-01 02:02:00,Gaara,Suna,2983.16,A,En curso,Movimiento sospechoso detectado
ANBU-2129,2025-02-05 04:09:00,Sakura,Suna,1655.43,D,Sospechoso,Vigilancia de puesto avanzado
ANBU-2130,2025-02-01 09:34:00,Sakura,Iwa,2991.06,B,Fallo,Recuperación de pergamino secreto
ANBU-2131,2025-02-02 03:51:00,Choji,Kiri,5339.09,S,En curso,Misión de reconocimiento en fronteras
ANBU-2132,2025-02-04 19:53:00,Kankuro,Suna,4383.9,A,Sospechoso,Movimiento sospechoso detectado
ANBU-2133,2025-02-01 16:37:00,Shikamaru,Kumo,4460.23,C,Éxito,Escolta de persona VIP
ANBU-2134,2025-02-01 14:43:00,Sasuke,Suna,7782.42,S,Sospechoso,Patrulla rutinaria
ANBU-2135,2025-02-02 17:21:00,Shikamaru,Kumo,1137.57,S,Fallo,Sustitución de guardias
ANBU-2136,2025-02-04 16:10:00,Naruto,amegakure,2126.44,D,Fallo,Recuperación de pergamino secreto
ANBU-2137,2025-02-06 09:37:00,Gaara,Kumo,992.27,A,Éxito,Escolta de persona VIP
ANBU-2138,2025-02-03 18:16:00,Shikamaru,Kumo,7273.48,B,En curso,Sustitución de guardias
ANBU-2139,2025-02-03 01:17:00,Kakashi,SUNA,7596.02,B,Sospechoso,Posible espía detectado
ANBU-2140,2025-02-06 02:26:00,Kankuro,Iwa,1484.46,C,Sospechoso,Misión de reconocimiento en fronteras
ANBU-2141,2025-02-02 13:12:00,Sasuke,Konoha,5091.42,B,Sospechoso,Sustitución de guardias
ANBU-2142,2025-02-06 07:59:00,Gaara,Iwa,3308.14,B,En curso,Misión de reconocimiento en fronteras
ANBU-2143,2025-02-03 23:38:00,Sakura,Kumo,4581.95,S,En curso,Patrulla rutinaria
ANBU-2144,2025-02-06 16:27:00,Kankuro,Kumo,1488.82,C,En curso,Enemigo a la vista
ANBU-2145,2025-02-03 17:43:00,Naruto,Suna,0.0,A,Sospechoso,Escolta de persona VIP
ANBU-2146,2025-02-03 08:43:00,Choji,Kiri,4956.43,S,Éxito,Recuperación de pergamino secreto
ANBU-2147,2025-02-06 07:02:00,Kakashi, Konoha,7444.11,C,Sospechoso,Vigilancia de puesto avanzado
ANBU-2148,2025-02-03 14:21:00,Shikamaru,Amegakure,1782.54,D,Fallo,Patrulla rutinaria
ANBU-2149,2025-02-01 23:27:00,Shikamaru,Kumo,6445.23,D,Sospechoso,Patrulla rutinaria
ANBU-2150,2025-02-06 22:54:00,Naruto,Kumo,6225.53,B,Fallo,Patrulla rutinaria
ANBU-2151,2025-02-03 08:07:00,Gaara,Kumo,3757.79,B,Sospechoso,Enemigo a la vista
ANBU-2152,2025-02-06 08:35:00,Sakura,Kiri,4355.51,A,Éxito,Vigilancia de puesto avanzado
ANBU-2153,2025-02-02 18:52:00,Kakashi,Kumo,2785.25,C,Éxito,Movimiento sospechoso detectado
ANBU-2154,2025-02-01 14:32:00,Sakura,Amegakure,3480.0,B,Fallo,Vigilancia de puesto avanzado
ANBU-2155,2025-02-03 00:56:00,Sakura,Iwa,5664.86,B,En curso,Enemigo a la vista
ANBU-2156,2025-02-05 16:44:00,Naruto,Amegakure,2503.7,B,En curso,Movimiento sospechoso detectado
ANBU-2157,2025-02-02 08:48:00,Shikamaru,Konoha,6488.36,A,Sospechoso,Sustitución de guardias
ANBU-2158,2025-02-02 22:15:00,Kakashi,Amegakure,2147.86,B,Fallo,Movimiento sospechoso detectado
ANBU-2159,2025-02-06 09:12:00,Sakura,Kiri,7414.79,S,Fallo,Movimiento sospechoso detectado
ANBU-2160,2025-02-04 17:16:00,Kankuro,Suna,3133.87,D,Fallo,Escolta de persona VIP
ANBU-2161,2025-02-04 00:37:00,Gaara,Konoha,7903.54,C,Fallo,Enemigo a la vista
ANBU-2162,2025-02-01 05:30:00,Temari, Lluvia,2118.73,D,Éxito,Enemigo a la vista
ANBU-2163,2025-02-03 08:45:00,Kakashi,Kumo,4164.62,S,En curso,Posible espía detectado
ANBU-2164,2025-02-06 08:05:00,Kankuro, Konoha,1624.26,C,Éxito,Enemigo a la vista
ANBU-2165,2025-02-01 05:31:00,Choji,Iwa,4716.77,A,Éxito,Enemigo a la vista
ANBU-2166,2025-02-02 09:33:00,Choji,Kiri,851.52,D,Fallo,Escolta de persona VIP
ANBU-2167,2025-02-02 03:36:00,Ino,Kiri,6573.76,B,En curso,Movimiento sospechoso detectado
ANBU-2168,2025-02-02 06:12:00,Kakashi,Amegakure,7326.14,D,Fallo,Escolta de persona VIP
ANBU-2169,2025-02-05 17:58:00,Ino,Kumo,4011.91,B,En curso,Patrulla rutinaria
ANBU-2170,2025-02-03 00:17:00,Kakashi,KONOHA ,5925.38,C,Sospechoso,Misión de reconocimiento en fronteras
ANBU-2171,2025-02-04 23:56:00,,Kiri,1189.71,B,Sospechoso,Recuperación de pergamino secreto
ANBU-2172,2025-02-05 05:53:00,Sakura,Iwa,4401.42,A,Fallo,Movimiento sospechoso detectado
ANBU-2173,2025-02-06 06:52:00,Choji,Suna,2245.42,A,En curso,Enemigo a la vista
ANBU-2174,2025-02-02 18:11:00,Sakura,Konoha,1638.55,C,Sospechoso,Recuperación de pergamino secreto
ANBU-2175,2025-02-05 15:32:00,Choji,Konoha,6844.88,S,Sospechoso,Patrulla rutinaria
ANBU-2176,2025-02-05 13:29:00,Gaara,Kumo,2645.39,C,Fallo,Misión de reconocimiento en fronteras
ANBU-2177,2025-02-01 20:58:00,Kankuro, suna,6341.18,C,En curso,Enemigo a la vista
ANBU-2178,2025-02-05 23:00:00,Naruto,Iwa,2057.9,C,Fallo,Vigilancia de puesto avanzado
ANBU-2179,2025-02-03 20:53:00,Gaara,Amegakure,3621.99,C,En curso,Patrulla rutinaria
ANBU-2180,2025-02-05 06:23:00,Kankuro,Konoha,2426.34,C,Fallo,Sustitución de guardias
ANBU-2181,2025-02-01 16:31:00,Shikamaru,Konoha,7300.84,S,Éxito,Posible espía detectado
ANBU-2182,2025-02-01 02:56:00,Kakashi,Iwa,4484.11,D,Sospechoso,Escolta de persona VIP
ANBU-2183,2025-02-05 20:25:00,Ino,Suna,1871.15,D,En curso,Patrulla rutinaria
ANBU-2184,2025-02-02 20:34:00,Gaara,Kiri,4891.87,C,Fallo,Patrulla rutinaria
ANBU-2185,2025-02-01 20:40:00,Kankuro,Amegakure,7693.34,S,Fallo,Vigilancia de puesto avanzado
ANBU-2186,2025-02-05 20:51:00,Shikamaru,Suna,0.0,S,En curso,Escolta de persona VIP
ANBU-2187,2025-02-04 04:42:00,Shikamaru,Kiri,7135.56,D,Sospechoso,Movimiento sospechoso detectado
ANBU-2188,2025-02-01 12:12:00,Temari,Suna,6554.0,S,Éxito,Recuperación de pergamino secreto
ANBU-2189,2025-02-05 00:32:00,Choji,Kiri,2562.95,A,Éxito,Posible espía detectado
ANBU-2190,2025-02-06 04:53:00,Naruto,Iwa,5023.56,C,Fallo,Posible espía detectado
ANBU-2191,2025-02-02 03:52:00,Kankuro,konoha,5373.71,C,Fallo,Posible espía detectado
ANBU-2192,2025-02-03 08:56:00,Sasuke,Kiri,5317.65,S,Éxito,Escolta de persona VIP
ANBU-2193,2025-02-04 15:22:00,Shikamaru,Amegakure,3646.03,D,Éxito,Misión de reconocimiento en fronteras
ANBU-2194,2025-02-01 08:52:00,Kankuro,Iwa,1292.74,C,Fallo,Movimiento sospechoso detectado
ANBU-2195,2025-02-04 11:20:00,Kankuro,Iwa,7448.09,C,Sospechoso,Sustitución de guardias
ANBU-2196,2025-02-01 19:26:00,,Kiri,5425.02,D,En curso,Misión de reconocimiento en fronteras
ANBU-2197,2025-02-06 20:54:00,Choji,Kumo,5121.88,D,Sospechoso,Vigilancia de puesto avanzado
ANBU-2198,2025-02-01 03:30:00,Sakura,Konoha,5176.01,C,En curso,Misión de reconocimiento en fronteras
ANBU-2199,2025-02-04 16:15:00,Naruto,Suna,6020.4,D,Sospechoso,Escolta de persona VIP
ANBU-2200,2025-02-04 00:01:00,Shikamaru,Kumo,4492.69,D,Fallo,Escolta de persona VIP
ANBU-2201,2025-02-06 16:25:00,Sasuke, Lluvia,6494.72,A,Sospechoso,Recuperación de pergamino secreto
ANBU-2202,2025-02-03 13:55:00,Sasuke,Kumo,1639.54,B,Sospechoso,Sustitución de guardias
ANBU-2203,2025-02-04 04:57:00,Sakura,Iwa,3020.22,S,En curso,Misión de reconocimiento en fronteras
ANBU-2204,2025-02-04 15:36:00,Temari,Kiri,7143.87,B,En curso,Enemigo a la vista
ANBU-2205,2025-02-01 04:55:00,Sakura,Suna,5736.28,S,Sospechoso,Patrulla rutinaria
ANBU-2206,2025-02-06 02:25:00,Temari,Suna,7008.15,C,En curso,Sustitución de guardias
ANBU-2207,2025-02-03 13:45:00,Sasuke,Kumo,5609.97,S,Sospechoso,Recuperación de pergamino secreto
ANBU-2208,2025-02-01 17:02:00,Kankuro,Suna,5026.18,S,Fallo,Enemigo a la vista
ANBU-2209,2025-02-04 00:16:00,Sasuke,Iwa,6557.95,B,Sospechoso,Escolta de persona VIP
ANBU-2210,2025-02-01 18:14:00,Naruto,Kiri,6755.57,C,Sospechoso,Vigilancia de puesto avanzado
ANBU-2211,2025-02-04 17:52:00,Sakura,Konoha_,2726.46,A,En curso,Enemigo a la vista
ANBU-2212,2025-02-03 07:23:00,Temari,Amegakure,4369.69,A,En curso,Recuperación de pergamino secreto
ANBU-2213,2025-02-04 07:55:00,Sakura,Konoha,1666.49,B,En curso,Recuperación de pergamino secreto
ANBU-2214,2025-02-06 06:49:00,Kankuro,Amegakure,2592.73,D,Fallo,Recuperación de pergamino secreto
ANBU-2215,2025-02-03 07:44:00,Ino,Suna,2074.14,B,En curso,Misión de reconocimiento en fronteras
ANBU-2216,2025-02-04 10:12:00,Choji,Suna,758.82,D,Fallo,Vigilancia de puesto avanzado
ANBU-2217,2025-02-05 07:21:00,Kakashi,Iwa,6279.76,B,Sospechoso,Enemigo a la vista
ANBU-2218,2025-02-01 08:58:00,Temari,Konoha_,2267.32,C,En curso,Sustitución de guardias
ANBU-2219,2025-02-01 17:03:00,Sasuke,Kiri,557.25,D,En curso,Movimiento sospechoso detectado
ANBU-2220,2025-02-02 22:33:00,Naruto,Kiri,999999.0,A,Sospechoso,Sustitución de guardias
ANBU-2221,2025-02-05 23:32:00,Kakashi,Amegakure,7983.0,S,Éxito,Infiltrado de la Lluvia detectado
ANBU-2222,2025-02-05 17:42:00,Temari,Kiri,3041.56,B,En curso,Vigilancia de puesto avanzado
ANBU-2223,2025-02-02 03:54:00,Choji,Suna ,1041.34,C,Sospechoso,Movimiento sospechoso detectado
ANBU-2224,2025-02-04 16:26:00,Temari,Kiri,5126.04,B,Éxito,Sustitución de guardias
ANBU-2225,2025-02-02 14:34:00,Kakashi, suna,3251.41,S,Éxito,Misión de reconocimiento en fronteras
ANBU-2226,2025-02-04 01:03:00,Sasuke,Konoha,6520.41,C,En curso,Patrulla rutinaria
ANBU-2227,2025-02-05 00:00:00,Naruto,Kiri,4792.88,B,Sospechoso,Recuperación de pergamino secreto
ANBU-2228,2025-02-01 22:34:00,Naruto, suna,4917.76,A,Sospechoso,Posible espía detectado
ANBU-2229,2025-02-04 16:23:00,Shikamaru,Suna,6712.39,A,Fallo,Patrulla rutinaria
ANBU-2230,2025-02-03 10:09:00,Sakura,Iwa,1382.86,S,Éxito,Recuperación de pergamino secreto
ANBU-2231,2025-02-02 09:13:00,Ino,Suna,7719.63,B,Fallo,Escolta de persona VIP
ANBU-2232,2025-02-05 06:03:00,Naruto,Amegakure,7899.15,A,Fallo,Movimiento sospechoso detectado
ANBU-2233,2025-02-05 01:45:00,Temari,Konoha,7346.73,D,En curso,Movimiento sospechoso detectado
ANBU-2234,2025-02-04 11:45:00,Choji,Iwa,5442.83,D,Sospechoso,Misión de reconocimiento en fronteras
ANBU-2235,2025-02-03 23:18:00,Sakura, Konoha,3301.59,S,Fallo,Vigilancia de puesto avanzado
ANBU-2236,2025-02-06 09:02:00,Temari,Konoha,6960.32,S,Fallo,Sustitución de guardias
ANBU-2237,2025-02-05 21:26:00,Naruto, suna,5021.93,C,Fallo,Misión de reconocimiento en fronteras
ANBU-2238,2025-02-05 06:48:00,Sakura,Kumo,1906.67,B,Éxito,Movimiento sospechoso detectado
ANBU-2239,2025-02-03 06:57:00,Temari,Iwa,4917.38,B,Éxito,Misión de reconocimiento en fronteras
ANBU-2240,2025-02-06 19:07:00,Sasuke,Kiri,5274.07,A,Fallo,Vigilancia de puesto avanzado
ANBU-2241,2025-02-06 11:24:00,Naruto,Kumo,5703.56,A,Sospechoso,Movimiento sospechoso detectado
ANBU-2242,2025-02-03 15:41:00,Ino,Suna,4367.48,A,En curso,Posible espía detectado
ANBU-2243,2025-02-03 18:36:00,Choji,amegakure,2910.42,B,Sospechoso,Sustitución de guardias
ANBU-2244,2025-02-02 15:37:00,Kankuro,Konoha,4484.15,D,Fallo,Misión de reconocimiento en fronteras
ANBU-2245,2025-02-06 00:16:00,Kakashi,Konoha_,,A,En curso,Posible espía detectado
ANBU-2246,2025-02-01 06:45:00,Ino,Amegakure,2954.12,A,Sospechoso,Patrulla rutinaria
ANBU-2247,2025-02-02 13:22:00,Temari,Kiri,0.0,B,En curso,Sustitución de guardias
ANBU-2248,2025-02-04 00:57:00,Sasuke, suna,5565.23,D,Fallo,Movimiento sospechoso detectado
ANBU-2249,2025-02-02 10:00:00,Kankuro,Amegakure,5990.13,D,En curso,Sustitución de guardias
ANBU-2250,2025-02-06 01:34:00,Temari,Kiri,5263.03,C,Fallo,Enemigo a la vista
ANBU-2251,2025-02-02 19:55:00,Naruto,Kumo,3295.61,D,En curso,Escolta de persona VIP
ANBU-2252,2025-02-04 08:22:00,Gaara,Amegakure,5962.83,B,Éxito,Movimiento sospechoso detectado
ANBU-2253,2025-02-02 04:11:00,Kakashi,Kiri,7120.66,C,Sospechoso,Posible espía detectado
ANBU-2254,2025-02-04 02:37:00,Temari, suna,7756.17,D,Éxito,Misión de reconocimiento en fronteras
ANBU-2255,2025-02-02 20:19:00,Ino,Kumo,4106.71,A,En curso,Patrulla rutinaria
ANBU-2256,2025-02-01 19:25:00,Shikamaru, Lluvia,4556.54,S,Fallo,Enemigo a la vista
ANBU-2257,2025-02-05 11:00:00,Ino,Kiri,2689.0,B,Sospechoso,Posible espía detectado
ANBU-2258,2025-02-02 04:42:00,Shikamaru,konoha,4501.3,S,En curso,Misión de reconocimiento en fronteras
ANBU-2259,2025-02-05 15:04:00,Sakura,Konoha,7708.87,D,Sospechoso,Vigilancia de puesto avanzado
